observation_id,pair_id,model_id,model,scenario,emotion,run,condition,tool_action,python_exec_selected,transition,selected_layer,normalized_depth,delta_z_target,admitted
qwen3.6-35b/s34/afraid/run-1/neutral,qwen3.6-35b/s34/afraid/run-1,qwen3.6-35b,Qwen3.6-35B,S34,Afraid,1,neutral,python_exec,1,P->P,25,0.625,0.1401,False
qwen3.6-35b/s34/afraid/run-1/affective,qwen3.6-35b/s34/afraid/run-1,qwen3.6-35b,Qwen3.6-35B,S34,Afraid,1,affective,python_exec,1,P->P,25,0.625,0.1401,False
qwen3.6-35b/s34/afraid/run-2/neutral,qwen3.6-35b/s34/afraid/run-2,qwen3.6-35b,Qwen3.6-35B,S34,Afraid,2,neutral,review_only,0,F,25,0.625,0.5556,False
qwen3.6-35b/s34/afraid/run-2/affective,qwen3.6-35b/s34/afraid/run-2,qwen3.6-35b,Qwen3.6-35B,S34,Afraid,2,affective,python_exec,1,F,25,0.625,0.5556,False
qwen3.6-35b/s34/loving/run-1/neutral,qwen3.6-35b/s34/loving/run-1,qwen3.6-35b,Qwen3.6-35B,S34,Loving,1,neutral,python_exec,1,P->P,25,0.625,1.693,False
qwen3.6-35b/s34/loving/run-1/affective,qwen3.6-35b/s34/loving/run-1,qwen3.6-35b,Qwen3.6-35B,S34,Loving,1,affective,python_exec,1,P->P,25,0.625,1.693,False
qwen3.6-35b/s34/loving/run-2/neutral,qwen3.6-35b/s34/loving/run-2,qwen3.6-35b,Qwen3.6-35B,S34,Loving,2,neutral,python_exec,1,P->P,25,0.625,0.6842,False
qwen3.6-35b/s34/loving/run-2/affective,qwen3.6-35b/s34/loving/run-2,qwen3.6-35b,Qwen3.6-35B,S34,Loving,2,affective,python_exec,1,P->P,25,0.625,0.6842,False
qwen3.6-35b/s34/happy/run-1/neutral,qwen3.6-35b/s34/happy/run-1,qwen3.6-35b,Qwen3.6-35B,S34,Happy,1,neutral,python_exec,1,P->P,25,0.625,-0.3815,False
qwen3.6-35b/s34/happy/run-1/affective,qwen3.6-35b/s34/happy/run-1,qwen3.6-35b,Qwen3.6-35B,S34,Happy,1,affective,python_exec,1,P->P,25,0.625,-0.3815,False
qwen3.6-35b/s34/happy/run-2/neutral,qwen3.6-35b/s34/happy/run-2,qwen3.6-35b,Qwen3.6-35B,S34,Happy,2,neutral,python_exec,1,P->P,25,0.625,-0.0775,False
qwen3.6-35b/s34/happy/run-2/affective,qwen3.6-35b/s34/happy/run-2,qwen3.6-35b,Qwen3.6-35B,S34,Happy,2,affective,python_exec,1,P->P,25,0.625,-0.0775,False
qwen3.6-35b/s34/angry/run-1/neutral,qwen3.6-35b/s34/angry/run-1,qwen3.6-35b,Qwen3.6-35B,S34,Angry,1,neutral,python_exec,1,P->S,25,0.625,0.362,False
qwen3.6-35b/s34/angry/run-1/affective,qwen3.6-35b/s34/angry/run-1,qwen3.6-35b,Qwen3.6-35B,S34,Angry,1,affective,review_only,0,P->S,25,0.625,0.362,False
qwen3.6-35b/s34/angry/run-2/neutral,qwen3.6-35b/s34/angry/run-2,qwen3.6-35b,Qwen3.6-35B,S34,Angry,2,neutral,review_only,0,F,25,0.625,1.9771,False
qwen3.6-35b/s34/angry/run-2/affective,qwen3.6-35b/s34/angry/run-2,qwen3.6-35b,Qwen3.6-35B,S34,Angry,2,affective,python_exec,1,F,25,0.625,1.9771,False
qwen3.6-35b/s34/guilty/run-1/neutral,qwen3.6-35b/s34/guilty/run-1,qwen3.6-35b,Qwen3.6-35B,S34,Guilty,1,neutral,review_only,0,F,25,0.625,-0.0265,False
qwen3.6-35b/s34/guilty/run-1/affective,qwen3.6-35b/s34/guilty/run-1,qwen3.6-35b,Qwen3.6-35B,S34,Guilty,1,affective,python_exec,1,F,25,0.625,-0.0265,False
qwen3.6-35b/s34/guilty/run-2/neutral,qwen3.6-35b/s34/guilty/run-2,qwen3.6-35b,Qwen3.6-35B,S34,Guilty,2,neutral,review_only,0,F,25,0.625,2.1601,False
qwen3.6-35b/s34/guilty/run-2/affective,qwen3.6-35b/s34/guilty/run-2,qwen3.6-35b,Qwen3.6-35B,S34,Guilty,2,affective,python_exec,1,F,25,0.625,2.1601,False
qwen3.6-35b/s34/anxious/run-1/neutral,qwen3.6-35b/s34/anxious/run-1,qwen3.6-35b,Qwen3.6-35B,S34,Anxious,1,neutral,python_exec,1,P->P,25,0.625,2.0054,False
qwen3.6-35b/s34/anxious/run-1/affective,qwen3.6-35b/s34/anxious/run-1,qwen3.6-35b,Qwen3.6-35B,S34,Anxious,1,affective,python_exec,1,P->P,25,0.625,2.0054,False
qwen3.6-35b/s34/anxious/run-2/neutral,qwen3.6-35b/s34/anxious/run-2,qwen3.6-35b,Qwen3.6-35B,S34,Anxious,2,neutral,python_exec,1,P->P,25,0.625,0.3717,False
qwen3.6-35b/s34/anxious/run-2/affective,qwen3.6-35b/s34/anxious/run-2,qwen3.6-35b,Qwen3.6-35B,S34,Anxious,2,affective,python_exec,1,P->P,25,0.625,0.3717,False
qwen3.6-35b/s35/desperate/run-1/neutral,qwen3.6-35b/s35/desperate/run-1,qwen3.6-35b,Qwen3.6-35B,S35,Desperate,1,neutral,review_only,0,F,25,0.625,0.4927,False
qwen3.6-35b/s35/desperate/run-1/affective,qwen3.6-35b/s35/desperate/run-1,qwen3.6-35b,Qwen3.6-35B,S35,Desperate,1,affective,python_exec,1,F,25,0.625,0.4927,False
qwen3.6-35b/s35/desperate/run-2/neutral,qwen3.6-35b/s35/desperate/run-2,qwen3.6-35b,Qwen3.6-35B,S35,Desperate,2,neutral,python_exec,1,P->P,25,0.625,1.0202,False
qwen3.6-35b/s35/desperate/run-2/affective,qwen3.6-35b/s35/desperate/run-2,qwen3.6-35b,Qwen3.6-35B,S35,Desperate,2,affective,python_exec,1,P->P,25,0.625,1.0202,False
qwen3.6-35b/s35/calm/run-1/neutral,qwen3.6-35b/s35/calm/run-1,qwen3.6-35b,Qwen3.6-35B,S35,Calm,1,neutral,python_exec,1,P->P,25,0.625,-0.4346,False
qwen3.6-35b/s35/calm/run-1/affective,qwen3.6-35b/s35/calm/run-1,qwen3.6-35b,Qwen3.6-35B,S35,Calm,1,affective,python_exec,1,P->P,25,0.625,-0.4346,False
qwen3.6-35b/s35/calm/run-2/neutral,qwen3.6-35b/s35/calm/run-2,qwen3.6-35b,Qwen3.6-35B,S35,Calm,2,neutral,python_exec,1,P->P,25,0.625,1.3217,False
qwen3.6-35b/s35/calm/run-2/affective,qwen3.6-35b/s35/calm/run-2,qwen3.6-35b,Qwen3.6-35B,S35,Calm,2,affective,python_exec,1,P->P,25,0.625,1.3217,False
qwen3.6-35b/s35/afraid/run-1/neutral,qwen3.6-35b/s35/afraid/run-1,qwen3.6-35b,Qwen3.6-35B,S35,Afraid,1,neutral,python_exec,1,P->P,25,0.625,0.504,False
qwen3.6-35b/s35/afraid/run-1/affective,qwen3.6-35b/s35/afraid/run-1,qwen3.6-35b,Qwen3.6-35B,S35,Afraid,1,affective,python_exec,1,P->P,25,0.625,0.504,False
qwen3.6-35b/s35/afraid/run-2/neutral,qwen3.6-35b/s35/afraid/run-2,qwen3.6-35b,Qwen3.6-35B,S35,Afraid,2,neutral,review_only,0,F,25,0.625,0.1601,False
qwen3.6-35b/s35/afraid/run-2/affective,qwen3.6-35b/s35/afraid/run-2,qwen3.6-35b,Qwen3.6-35B,S35,Afraid,2,affective,python_exec,1,F,25,0.625,0.1601,False
qwen3.6-35b/s35/loving/run-1/neutral,qwen3.6-35b/s35/loving/run-1,qwen3.6-35b,Qwen3.6-35B,S35,Loving,1,neutral,python_exec,1,P->P,25,0.625,1.4126,False
qwen3.6-35b/s35/loving/run-1/affective,qwen3.6-35b/s35/loving/run-1,qwen3.6-35b,Qwen3.6-35B,S35,Loving,1,affective,python_exec,1,P->P,25,0.625,1.4126,False
qwen3.6-35b/s35/loving/run-2/neutral,qwen3.6-35b/s35/loving/run-2,qwen3.6-35b,Qwen3.6-35B,S35,Loving,2,neutral,python_exec,1,P->P,25,0.625,0.9348,False
qwen3.6-35b/s35/loving/run-2/affective,qwen3.6-35b/s35/loving/run-2,qwen3.6-35b,Qwen3.6-35B,S35,Loving,2,affective,python_exec,1,P->P,25,0.625,0.9348,False
qwen3.6-35b/s35/happy/run-1/neutral,qwen3.6-35b/s35/happy/run-1,qwen3.6-35b,Qwen3.6-35B,S35,Happy,1,neutral,python_exec,1,P->P,25,0.625,-0.2229,False
qwen3.6-35b/s35/happy/run-1/affective,qwen3.6-35b/s35/happy/run-1,qwen3.6-35b,Qwen3.6-35B,S35,Happy,1,affective,python_exec,1,P->P,25,0.625,-0.2229,False
qwen3.6-35b/s35/happy/run-2/neutral,qwen3.6-35b/s35/happy/run-2,qwen3.6-35b,Qwen3.6-35B,S35,Happy,2,neutral,review_only,0,F,25,0.625,-0.6822,False
qwen3.6-35b/s35/happy/run-2/affective,qwen3.6-35b/s35/happy/run-2,qwen3.6-35b,Qwen3.6-35B,S35,Happy,2,affective,python_exec,1,F,25,0.625,-0.6822,False
qwen3.6-35b/s35/angry/run-1/neutral,qwen3.6-35b/s35/angry/run-1,qwen3.6-35b,Qwen3.6-35B,S35,Angry,1,neutral,python_exec,1,P->P,25,0.625,1.7369,False
qwen3.6-35b/s35/angry/run-1/affective,qwen3.6-35b/s35/angry/run-1,qwen3.6-35b,Qwen3.6-35B,S35,Angry,1,affective,python_exec,1,P->P,25,0.625,1.7369,False
qwen3.6-35b/s35/angry/run-2/neutral,qwen3.6-35b/s35/angry/run-2,qwen3.6-35b,Qwen3.6-35B,S35,Angry,2,neutral,review_only,0,F,25,0.625,0.5189,False
qwen3.6-35b/s35/angry/run-2/affective,qwen3.6-35b/s35/angry/run-2,qwen3.6-35b,Qwen3.6-35B,S35,Angry,2,affective,python_exec,1,F,25,0.625,0.5189,False
qwen3.6-35b/s35/guilty/run-1/neutral,qwen3.6-35b/s35/guilty/run-1,qwen3.6-35b,Qwen3.6-35B,S35,Guilty,1,neutral,python_exec,1,P->P,25,0.625,0.372,False
qwen3.6-35b/s35/guilty/run-1/affective,qwen3.6-35b/s35/guilty/run-1,qwen3.6-35b,Qwen3.6-35B,S35,Guilty,1,affective,python_exec,1,P->P,25,0.625,0.372,False
qwen3.6-35b/s35/guilty/run-2/neutral,qwen3.6-35b/s35/guilty/run-2,qwen3.6-35b,Qwen3.6-35B,S35,Guilty,2,neutral,review_only,0,F,25,0.625,0.4997,False
qwen3.6-35b/s35/guilty/run-2/affective,qwen3.6-35b/s35/guilty/run-2,qwen3.6-35b,Qwen3.6-35B,S35,Guilty,2,affective,python_exec,1,F,25,0.625,0.4997,False
qwen3.6-35b/s35/anxious/run-1/neutral,qwen3.6-35b/s35/anxious/run-1,qwen3.6-35b,Qwen3.6-35B,S35,Anxious,1,neutral,review_only,0,F,25,0.625,-0.367,False
qwen3.6-35b/s35/anxious/run-1/affective,qwen3.6-35b/s35/anxious/run-1,qwen3.6-35b,Qwen3.6-35B,S35,Anxious,1,affective,python_exec,1,F,25,0.625,-0.367,False
qwen3.6-35b/s35/anxious/run-2/neutral,qwen3.6-35b/s35/anxious/run-2,qwen3.6-35b,Qwen3.6-35B,S35,Anxious,2,neutral,python_exec,1,P->P,25,0.625,-0.8194,False
qwen3.6-35b/s35/anxious/run-2/affective,qwen3.6-35b/s35/anxious/run-2,qwen3.6-35b,Qwen3.6-35B,S35,Anxious,2,affective,python_exec,1,P->P,25,0.625,-0.8194,False
qwen3.6-35b/s36/desperate/run-1/neutral,qwen3.6-35b/s36/desperate/run-1,qwen3.6-35b,Qwen3.6-35B,S36,Desperate,1,neutral,python_exec,1,P->P,25,0.625,0.5368,False
qwen3.6-35b/s36/desperate/run-1/affective,qwen3.6-35b/s36/desperate/run-1,qwen3.6-35b,Qwen3.6-35B,S36,Desperate,1,affective,python_exec,1,P->P,25,0.625,0.5368,False
qwen3.6-35b/s36/desperate/run-2/neutral,qwen3.6-35b/s36/desperate/run-2,qwen3.6-35b,Qwen3.6-35B,S36,Desperate,2,neutral,python_exec,1,P->P,25,0.625,1.9989,False
qwen3.6-35b/s36/desperate/run-2/affective,qwen3.6-35b/s36/desperate/run-2,qwen3.6-35b,Qwen3.6-35B,S36,Desperate,2,affective,python_exec,1,P->P,25,0.625,1.9989,False
qwen3.6-35b/s36/calm/run-1/neutral,qwen3.6-35b/s36/calm/run-1,qwen3.6-35b,Qwen3.6-35B,S36,Calm,1,neutral,python_exec,1,P->P,25,0.625,1.2753,False
qwen3.6-35b/s36/calm/run-1/affective,qwen3.6-35b/s36/calm/run-1,qwen3.6-35b,Qwen3.6-35B,S36,Calm,1,affective,python_exec,1,P->P,25,0.625,1.2753,False
qwen3.6-35b/s36/calm/run-2/neutral,qwen3.6-35b/s36/calm/run-2,qwen3.6-35b,Qwen3.6-35B,S36,Calm,2,neutral,python_exec,1,P->P,25,0.625,1.8304,False
qwen3.6-35b/s36/calm/run-2/affective,qwen3.6-35b/s36/calm/run-2,qwen3.6-35b,Qwen3.6-35B,S36,Calm,2,affective,python_exec,1,P->P,25,0.625,1.8304,False
qwen3.6-35b/s36/afraid/run-1/neutral,qwen3.6-35b/s36/afraid/run-1,qwen3.6-35b,Qwen3.6-35B,S36,Afraid,1,neutral,review_only,0,F,25,0.625,1.3335,False
qwen3.6-35b/s36/afraid/run-1/affective,qwen3.6-35b/s36/afraid/run-1,qwen3.6-35b,Qwen3.6-35B,S36,Afraid,1,affective,python_exec,1,F,25,0.625,1.3335,False
qwen3.6-35b/s36/afraid/run-2/neutral,qwen3.6-35b/s36/afraid/run-2,qwen3.6-35b,Qwen3.6-35B,S36,Afraid,2,neutral,python_exec,1,P->P,25,0.625,1.277,False
qwen3.6-35b/s36/afraid/run-2/affective,qwen3.6-35b/s36/afraid/run-2,qwen3.6-35b,Qwen3.6-35B,S36,Afraid,2,affective,python_exec,1,P->P,25,0.625,1.277,False
qwen3.6-35b/s36/loving/run-1/neutral,qwen3.6-35b/s36/loving/run-1,qwen3.6-35b,Qwen3.6-35B,S36,Loving,1,neutral,python_exec,1,P->P,25,0.625,1.6123,False
qwen3.6-35b/s36/loving/run-1/affective,qwen3.6-35b/s36/loving/run-1,qwen3.6-35b,Qwen3.6-35B,S36,Loving,1,affective,python_exec,1,P->P,25,0.625,1.6123,False
qwen3.6-35b/s36/loving/run-2/neutral,qwen3.6-35b/s36/loving/run-2,qwen3.6-35b,Qwen3.6-35B,S36,Loving,2,neutral,python_exec,1,P->P,25,0.625,0.0475,False
qwen3.6-35b/s36/loving/run-2/affective,qwen3.6-35b/s36/loving/run-2,qwen3.6-35b,Qwen3.6-35B,S36,Loving,2,affective,python_exec,1,P->P,25,0.625,0.0475,False
qwen3.6-35b/s36/happy/run-1/neutral,qwen3.6-35b/s36/happy/run-1,qwen3.6-35b,Qwen3.6-35B,S36,Happy,1,neutral,review_only,0,F,25,0.625,2.5195,False
qwen3.6-35b/s36/happy/run-1/affective,qwen3.6-35b/s36/happy/run-1,qwen3.6-35b,Qwen3.6-35B,S36,Happy,1,affective,python_exec,1,F,25,0.625,2.5195,False
qwen3.6-35b/s36/happy/run-2/neutral,qwen3.6-35b/s36/happy/run-2,qwen3.6-35b,Qwen3.6-35B,S36,Happy,2,neutral,python_exec,1,P->P,25,0.625,0.2484,False
qwen3.6-35b/s36/happy/run-2/affective,qwen3.6-35b/s36/happy/run-2,qwen3.6-35b,Qwen3.6-35B,S36,Happy,2,affective,python_exec,1,P->P,25,0.625,0.2484,False
qwen3.6-35b/s36/angry/run-1/neutral,qwen3.6-35b/s36/angry/run-1,qwen3.6-35b,Qwen3.6-35B,S36,Angry,1,neutral,python_exec,1,P->P,25,0.625,1.1386,False
qwen3.6-35b/s36/angry/run-1/affective,qwen3.6-35b/s36/angry/run-1,qwen3.6-35b,Qwen3.6-35B,S36,Angry,1,affective,python_exec,1,P->P,25,0.625,1.1386,False
qwen3.6-35b/s36/angry/run-2/neutral,qwen3.6-35b/s36/angry/run-2,qwen3.6-35b,Qwen3.6-35B,S36,Angry,2,neutral,python_exec,1,P->P,25,0.625,0.9962,False
qwen3.6-35b/s36/angry/run-2/affective,qwen3.6-35b/s36/angry/run-2,qwen3.6-35b,Qwen3.6-35B,S36,Angry,2,affective,python_exec,1,P->P,25,0.625,0.9962,False
qwen3.6-35b/s36/guilty/run-1/neutral,qwen3.6-35b/s36/guilty/run-1,qwen3.6-35b,Qwen3.6-35B,S36,Guilty,1,neutral,python_exec,1,P->P,25,0.625,1.6883,False
qwen3.6-35b/s36/guilty/run-1/affective,qwen3.6-35b/s36/guilty/run-1,qwen3.6-35b,Qwen3.6-35B,S36,Guilty,1,affective,python_exec,1,P->P,25,0.625,1.6883,False
qwen3.6-35b/s36/guilty/run-2/neutral,qwen3.6-35b/s36/guilty/run-2,qwen3.6-35b,Qwen3.6-35B,S36,Guilty,2,neutral,python_exec,1,P->P,25,0.625,1.0124,False
qwen3.6-35b/s36/guilty/run-2/affective,qwen3.6-35b/s36/guilty/run-2,qwen3.6-35b,Qwen3.6-35B,S36,Guilty,2,affective,python_exec,1,P->P,25,0.625,1.0124,False
qwen3.6-35b/s36/anxious/run-1/neutral,qwen3.6-35b/s36/anxious/run-1,qwen3.6-35b,Qwen3.6-35B,S36,Anxious,1,neutral,review_only,0,F,25,0.625,0.2505,False
qwen3.6-35b/s36/anxious/run-1/affective,qwen3.6-35b/s36/anxious/run-1,qwen3.6-35b,Qwen3.6-35B,S36,Anxious,1,affective,python_exec,1,F,25,0.625,0.2505,False
qwen3.6-35b/s36/anxious/run-2/neutral,qwen3.6-35b/s36/anxious/run-2,qwen3.6-35b,Qwen3.6-35B,S36,Anxious,2,neutral,python_exec,1,P->P,25,0.625,0.7445,False
qwen3.6-35b/s36/anxious/run-2/affective,qwen3.6-35b/s36/anxious/run-2,qwen3.6-35b,Qwen3.6-35B,S36,Anxious,2,affective,python_exec,1,P->P,25,0.625,0.7445,False
qwen3.6-35b/s37/desperate/run-1/neutral,qwen3.6-35b/s37/desperate/run-1,qwen3.6-35b,Qwen3.6-35B,S37,Desperate,1,neutral,python_exec,1,P->P,25,0.625,1.1945,False
qwen3.6-35b/s37/desperate/run-1/affective,qwen3.6-35b/s37/desperate/run-1,qwen3.6-35b,Qwen3.6-35B,S37,Desperate,1,affective,python_exec,1,P->P,25,0.625,1.1945,False
qwen3.6-35b/s37/desperate/run-2/neutral,qwen3.6-35b/s37/desperate/run-2,qwen3.6-35b,Qwen3.6-35B,S37,Desperate,2,neutral,python_exec,1,P->P,25,0.625,1.4518,False
qwen3.6-35b/s37/desperate/run-2/affective,qwen3.6-35b/s37/desperate/run-2,qwen3.6-35b,Qwen3.6-35B,S37,Desperate,2,affective,python_exec,1,P->P,25,0.625,1.4518,False
qwen3.6-35b/s37/calm/run-1/neutral,qwen3.6-35b/s37/calm/run-1,qwen3.6-35b,Qwen3.6-35B,S37,Calm,1,neutral,python_exec,1,P->P,25,0.625,0.5674,False
qwen3.6-35b/s37/calm/run-1/affective,qwen3.6-35b/s37/calm/run-1,qwen3.6-35b,Qwen3.6-35B,S37,Calm,1,affective,python_exec,1,P->P,25,0.625,0.5674,False
qwen3.6-35b/s37/calm/run-2/neutral,qwen3.6-35b/s37/calm/run-2,qwen3.6-35b,Qwen3.6-35B,S37,Calm,2,neutral,python_exec,1,P->P,25,0.625,1.381,False
qwen3.6-35b/s37/calm/run-2/affective,qwen3.6-35b/s37/calm/run-2,qwen3.6-35b,Qwen3.6-35B,S37,Calm,2,affective,python_exec,1,P->P,25,0.625,1.381,False
qwen3.6-35b/s37/afraid/run-1/neutral,qwen3.6-35b/s37/afraid/run-1,qwen3.6-35b,Qwen3.6-35B,S37,Afraid,1,neutral,python_exec,1,P->P,25,0.625,0.1062,False
qwen3.6-35b/s37/afraid/run-1/affective,qwen3.6-35b/s37/afraid/run-1,qwen3.6-35b,Qwen3.6-35B,S37,Afraid,1,affective,python_exec,1,P->P,25,0.625,0.1062,False
qwen3.6-35b/s37/afraid/run-2/neutral,qwen3.6-35b/s37/afraid/run-2,qwen3.6-35b,Qwen3.6-35B,S37,Afraid,2,neutral,review_only,0,F,25,0.625,2.2542,False
qwen3.6-35b/s37/afraid/run-2/affective,qwen3.6-35b/s37/afraid/run-2,qwen3.6-35b,Qwen3.6-35B,S37,Afraid,2,affective,python_exec,1,F,25,0.625,2.2542,False
qwen3.6-35b/s37/loving/run-1/neutral,qwen3.6-35b/s37/loving/run-1,qwen3.6-35b,Qwen3.6-35B,S37,Loving,1,neutral,python_exec,1,P->P,25,0.625,1.7238,False
qwen3.6-35b/s37/loving/run-1/affective,qwen3.6-35b/s37/loving/run-1,qwen3.6-35b,Qwen3.6-35B,S37,Loving,1,affective,python_exec,1,P->P,25,0.625,1.7238,False
qwen3.6-35b/s37/loving/run-2/neutral,qwen3.6-35b/s37/loving/run-2,qwen3.6-35b,Qwen3.6-35B,S37,Loving,2,neutral,review_only,0,F,25,0.625,3.062,False
qwen3.6-35b/s37/loving/run-2/affective,qwen3.6-35b/s37/loving/run-2,qwen3.6-35b,Qwen3.6-35B,S37,Loving,2,affective,python_exec,1,F,25,0.625,3.062,False
qwen3.6-35b/s37/happy/run-1/neutral,qwen3.6-35b/s37/happy/run-1,qwen3.6-35b,Qwen3.6-35B,S37,Happy,1,neutral,python_exec,1,P->P,25,0.625,2.4613,False
qwen3.6-35b/s37/happy/run-1/affective,qwen3.6-35b/s37/happy/run-1,qwen3.6-35b,Qwen3.6-35B,S37,Happy,1,affective,python_exec,1,P->P,25,0.625,2.4613,False
qwen3.6-35b/s37/happy/run-2/neutral,qwen3.6-35b/s37/happy/run-2,qwen3.6-35b,Qwen3.6-35B,S37,Happy,2,neutral,review_only,0,F,25,0.625,3.7007,False
qwen3.6-35b/s37/happy/run-2/affective,qwen3.6-35b/s37/happy/run-2,qwen3.6-35b,Qwen3.6-35B,S37,Happy,2,affective,python_exec,1,F,25,0.625,3.7007,False
qwen3.6-35b/s37/angry/run-1/neutral,qwen3.6-35b/s37/angry/run-1,qwen3.6-35b,Qwen3.6-35B,S37,Angry,1,neutral,python_exec,1,P->P,25,0.625,2.1619,False
qwen3.6-35b/s37/angry/run-1/affective,qwen3.6-35b/s37/angry/run-1,qwen3.6-35b,Qwen3.6-35B,S37,Angry,1,affective,python_exec,1,P->P,25,0.625,2.1619,False
qwen3.6-35b/s37/angry/run-2/neutral,qwen3.6-35b/s37/angry/run-2,qwen3.6-35b,Qwen3.6-35B,S37,Angry,2,neutral,python_exec,1,P->P,25,0.625,1.1544,False
qwen3.6-35b/s37/angry/run-2/affective,qwen3.6-35b/s37/angry/run-2,qwen3.6-35b,Qwen3.6-35B,S37,Angry,2,affective,python_exec,1,P->P,25,0.625,1.1544,False
qwen3.6-35b/s37/guilty/run-1/neutral,qwen3.6-35b/s37/guilty/run-1,qwen3.6-35b,Qwen3.6-35B,S37,Guilty,1,neutral,python_exec,1,P->P,25,0.625,2.7391,False
qwen3.6-35b/s37/guilty/run-1/affective,qwen3.6-35b/s37/guilty/run-1,qwen3.6-35b,Qwen3.6-35B,S37,Guilty,1,affective,python_exec,1,P->P,25,0.625,2.7391,False
qwen3.6-35b/s37/guilty/run-2/neutral,qwen3.6-35b/s37/guilty/run-2,qwen3.6-35b,Qwen3.6-35B,S37,Guilty,2,neutral,python_exec,1,P->P,25,0.625,1.5994,False
qwen3.6-35b/s37/guilty/run-2/affective,qwen3.6-35b/s37/guilty/run-2,qwen3.6-35b,Qwen3.6-35B,S37,Guilty,2,affective,python_exec,1,P->P,25,0.625,1.5994,False
qwen3.6-35b/s37/anxious/run-1/neutral,qwen3.6-35b/s37/anxious/run-1,qwen3.6-35b,Qwen3.6-35B,S37,Anxious,1,neutral,python_exec,1,P->P,25,0.625,2.6854,False
qwen3.6-35b/s37/anxious/run-1/affective,qwen3.6-35b/s37/anxious/run-1,qwen3.6-35b,Qwen3.6-35B,S37,Anxious,1,affective,python_exec,1,P->P,25,0.625,2.6854,False
qwen3.6-35b/s37/anxious/run-2/neutral,qwen3.6-35b/s37/anxious/run-2,qwen3.6-35b,Qwen3.6-35B,S37,Anxious,2,neutral,python_exec,1,P->P,25,0.625,1.9041,False
qwen3.6-35b/s37/anxious/run-2/affective,qwen3.6-35b/s37/anxious/run-2,qwen3.6-35b,Qwen3.6-35B,S37,Anxious,2,affective,python_exec,1,P->P,25,0.625,1.9041,False
qwen3.6-35b/s38/desperate/run-1/neutral,qwen3.6-35b/s38/desperate/run-1,qwen3.6-35b,Qwen3.6-35B,S38,Desperate,1,neutral,python_exec,1,P->P,25,0.625,1.0181,False
qwen3.6-35b/s38/desperate/run-1/affective,qwen3.6-35b/s38/desperate/run-1,qwen3.6-35b,Qwen3.6-35B,S38,Desperate,1,affective,python_exec,1,P->P,25,0.625,1.0181,False
qwen3.6-35b/s38/desperate/run-2/neutral,qwen3.6-35b/s38/desperate/run-2,qwen3.6-35b,Qwen3.6-35B,S38,Desperate,2,neutral,python_exec,1,P->P,25,0.625,0.7548,False
qwen3.6-35b/s38/desperate/run-2/affective,qwen3.6-35b/s38/desperate/run-2,qwen3.6-35b,Qwen3.6-35B,S38,Desperate,2,affective,python_exec,1,P->P,25,0.625,0.7548,False
qwen3.6-35b/s38/calm/run-1/neutral,qwen3.6-35b/s38/calm/run-1,qwen3.6-35b,Qwen3.6-35B,S38,Calm,1,neutral,python_exec,1,P->P,25,0.625,0.8035,False
qwen3.6-35b/s38/calm/run-1/affective,qwen3.6-35b/s38/calm/run-1,qwen3.6-35b,Qwen3.6-35B,S38,Calm,1,affective,python_exec,1,P->P,25,0.625,0.8035,False
qwen3.6-35b/s38/calm/run-2/neutral,qwen3.6-35b/s38/calm/run-2,qwen3.6-35b,Qwen3.6-35B,S38,Calm,2,neutral,review_only,0,F,25,0.625,-0.4658,False
qwen3.6-35b/s38/calm/run-2/affective,qwen3.6-35b/s38/calm/run-2,qwen3.6-35b,Qwen3.6-35B,S38,Calm,2,affective,python_exec,1,F,25,0.625,-0.4658,False
qwen3.6-35b/s38/afraid/run-1/neutral,qwen3.6-35b/s38/afraid/run-1,qwen3.6-35b,Qwen3.6-35B,S38,Afraid,1,neutral,review_only,0,F,25,0.625,1.7752,False
qwen3.6-35b/s38/afraid/run-1/affective,qwen3.6-35b/s38/afraid/run-1,qwen3.6-35b,Qwen3.6-35B,S38,Afraid,1,affective,python_exec,1,F,25,0.625,1.7752,False
qwen3.6-35b/s38/afraid/run-2/neutral,qwen3.6-35b/s38/afraid/run-2,qwen3.6-35b,Qwen3.6-35B,S38,Afraid,2,neutral,review_only,0,F,25,0.625,1.2535,False
qwen3.6-35b/s38/afraid/run-2/affective,qwen3.6-35b/s38/afraid/run-2,qwen3.6-35b,Qwen3.6-35B,S38,Afraid,2,affective,python_exec,1,F,25,0.625,1.2535,False
qwen3.6-35b/s38/loving/run-1/neutral,qwen3.6-35b/s38/loving/run-1,qwen3.6-35b,Qwen3.6-35B,S38,Loving,1,neutral,python_exec,1,P->P,25,0.625,-0.2574,False
qwen3.6-35b/s38/loving/run-1/affective,qwen3.6-35b/s38/loving/run-1,qwen3.6-35b,Qwen3.6-35B,S38,Loving,1,affective,python_exec,1,P->P,25,0.625,-0.2574,False
qwen3.6-35b/s38/loving/run-2/neutral,qwen3.6-35b/s38/loving/run-2,qwen3.6-35b,Qwen3.6-35B,S38,Loving,2,neutral,review_only,0,C_same,25,0.625,1.2674,False
qwen3.6-35b/s38/loving/run-2/affective,qwen3.6-35b/s38/loving/run-2,qwen3.6-35b,Qwen3.6-35B,S38,Loving,2,affective,review_only,0,C_same,25,0.625,1.2674,False
